CIRCLE
posix_time: time in seconds since the 1970 epoch.
x_mocap: x position in m from the ASTA mocap frame.
y_mocap: y position in m from the ASTA mocap frame.
z_mocap: z position in m from the ASTA mocap frame.
qx_mocap: quaternion i component from the ASTA mocap frame.
qy_mocap: quaternion j component from the ASTA mocap frame.
qz_mocap: quaternion k component from the ASTA mocap frame.
qw_mocap: quaternion scalar component from the ASTA mocap frame.
ax: x dir body-fixed acceleration in m/s/s measured by IMU.
ay: y dir body-fixed acceleration in m/s/s measured by IMU.
az: z dir body-fixed acceleration in m/s/s measured by IMU.
wx: angular velocity in rad/s around body-fixed x axis measured by IMU.
wy: angular velocity in rad/s around body-fixed y axis measured by IMU.
wz: angular velocity in rad/s around body-fixed z axis measured by IMU.
ax_c: x dir gravity compensated acceleration in m/s/s measured by IMU.
ay_c: y dir gravity compensated acceleration in m/s/s measured by IMU.
az_c: z dir gravity compensated acceleration in m/s/s measured by IMU.
qx: quaternion i component from the NED frame to body fixed frame measured by IMU.
qy: quaternion j component from the NED frame to body fixed frame measured by IMU.
qz: quaternion k component from the NED frame to body fixed frame measured by IMU.
qw: quaternion scalar component from the NED frame to body fixed frame measured by IMU.
pwm0: Motor pulse width modulation for motor0 in microseconds.
pwm1: Motor pulse width modulation for motor1 in microseconds.
pwm2: Motor pulse width modulation for motor2 in microseconds.
pwm3: Motor pulse width modulation for motor3 in microseconds.
pwm4: Motor pulse width modulation for motor4 in microseconds.
pwm5: Motor pulse width modulation for motor5 in microseconds.
N0: Motor thrust in N for motor0.
N1: Motor thrust in N for motor1.
N2: Motor thrust in N for motor2.
N3: Motor thrust in N for motor3.
N4: Motor thrust in N for motor4.
N5: Motor thrust in N for motor5.
Fx: Body fixed surge force (N).
Fy: Body fixed sway force (N).
Fz: Body fixed heart force (N).
Mx: Body fixed roll moment (Nm).
My: Body fixed pitch moment (Nm).
Mz: Body fixed yaw moment (Nm).
posix,x_mocap,y_mocap,z_mocap,qx_mocap,qy_mocap,qz_mocap,qw_mocap,ax,ay,az,wx,wy,wz,ax_c,ay_c,az_c,qx,qy,qz,qw,pwm0,pwm1,pwm2,pwm3,pwm4,pwm5,N0,N1,N2,N3,N4,N5,Fx,Fy,Fz,Mx,My,Mz
1645468360.406766,2.988822021607858,-0.8098451314821017,0.0249374041153658,-0.021385379150034325,-0.020074970619239775,0.8473877414034913,0.5301638207500922,-0.40705193076508134,0.4118793000000011,9.813587230792052,-0.0027301234743089004,0.00688315962967556,0.2154285950629031,-0.3953397908553176,0.404622954732218,0.006946962766086879,0.0001542724018119586,0.0006855626929755509,0.3272304279767372,-0.9449443122269066,1560.0,1484.0,1472.4470833735688,1475.5529166264312,1442.0,1512.0,3.3046948555129347,-0.6695668472675607,-1.213698980275781,-1.0671184136968996,-2.6975980811475893,0.6705404961030581,2.635128008245374,-0.6705404961030581,-4.97841547512027,-0.1004878216614638,-0.07293662025560899,0.49056712062490987
1645468360.5067658,2.9788131750389453,-0.787204288564718,0.025463913530900405,-0.021116374108661313,-0.020794982648796215,0.8564829832758463,0.5153237495012684,-0.3963214428067836,0.4199901856135683,9.898965292806784,-0.0076161944312461306,0.0041215803851796014,0.2098513857481656,-0.38313963923059097,0.4152421686195026,0.09232556478820698,1.6251993722312662e-05,0.0007147515052288254,0.3173849501525617,-0.9482965160132217,1560.0,1484.0,1473.3652916462268,1475.0,1442.3652916462268,1512.0,3.3046948555129347,-0.6695668472675607,-1.170322877960108,-1.0931825232546544,-2.679017873038165,0.6705404961030581,2.635128008245374,-0.6705404961030581,-4.9425232742529275,-0.10847344602690798,-0.07271468256909543,0.49056712062490987
1645468360.6067657,2.978237911442082,-0.7860607506725724,0.025499971794269646,-0.021138648000978186,-0.020755729039089645,0.8570307451983856,0.5144129266041501,-0.41016245526373785,0.45196432236813217,9.908943404607149,-0.0037075626647798047,0.009307228055778431,0.20914665329471543,-0.39580335276383105,0.4514216128772929,0.10230397759425702,-0.0001989197604427229,0.0007050907347535011,0.3075210900189437,-0.9515409830751094,1560.0,1484.0,1473.606061151115,1474.8030305755576,1443.0,1512.1969694244424,3.3046948555129347,-0.6695668472675607,-1.1589641330035438,-1.1024743098059733,-2.6467340433264326,0.6802729409306729,2.635128008245374,-0.6802729409306729,-4.90817248613595,-0.11255143499514715,-0.06742673009046016,0.4910537428662906
1645468360.7067657,2.9744671204871516,-0.778666809327173,0.025432100168954534,-0.02066272813713024,-0.02080167710916921,0.8602472935910486,0.5090333346301136,-0.3774961429914447,0.4682974785042788,9.802777889722195,-0.014167095221818027,0.018340077535476333,0.20757375287422145,-0.3669488372302588,0.4672426421652802,-0.003866263894507241,-0.00010905151919968777,0.0005292540609943221,0.297732727104164,-0.9546491141822856,1560.0,1484.0,1471.9650244848456,1474.0699510303089,1443.0,1513.0,3.3046948555129347,-0.6695668472675607,-1.2364816605779443,-1.137057626121641,-2.6467340433264326,0.719951438208227,2.635128008245374,-0.719951438208227,-5.020273330026018,-0.11455773772396485,-0.047809082409698236,0.4930376677301683
1645468360.8067656,2.965057607922012,-0.7603426480425788,0.02566552585857838,-0.02041791521793366,-0.02181454251200404,0.8678360510497066,0.49595143206930703,-0.39634803462394974,0.4707192000000011,9.8818180384958,-0.010462111204706474,0.012769352200400708,0.21081546680800775,-0.3874629558851045,0.4685218587395625,0.07517238796473644,-2.3365273564309505e-05,0.00046569600860065495,0.28793327468422464,-0.9576503599492409,1560.0,1484.0,1471.1324603349472,1475.7350793301057,1443.0,1513.0,3.3046948555129347,-0.6695668472675607,-1.2758677909696998,-1.0585359508429757,-2.6467340433264326,0.719951438208227,2.635128008245374,-0.719951438208227,-4.981137785139108,-0.10099834007186642,-0.054657802764907455,0.4930376677301683
1645468360.9067655,2.9520232238274255,-0.7358604696895779,0.025825941910982742,-0.020674098354952365,-0.022900386219969055,0.8774140365382073,0.47874080926312884,-0.4155111951122101,0.45255972443895076,9.922151729326739,-0.005265639060112869,0.006061917192803157,0.21363868881734116,-0.40870950188547195,0.4511421304800277,0.11550454146730649,-2.768394290445661e-05,0.00035362470962959285,0.27806039251363013,-0.9605635285072665,1560.0,1484.0,1472.2097313853642,1475.395134307318,1443.0,1512.395134307318,3.3046948555129347,-0.6695668472675607,-1.2249351918638698,-1.0745561637211436,-2.6467340433264326,0.6900644544857097,2.635128008245374,-0.6900644544857097,-4.946225398911446,-0.10346769129858568,-0.060767470354748346,0.4915433185440425
1645468361.0067654,2.9474231898328536,-0.7274326743802164,0.026029958963877404,-0.02028031771510447,-0.0224780411783731,0.8806055885314991,0.4728818497523985,-0.42576754834711894,0.4318899458677986,9.881021601652881,-0.003639144403336469,0.0042311599118542795,0.2138048836698763,-0.42120080276637956,0.4340859801483565,0.07437314673854889,-0.00017040600522819327,0.00019481636530222087,0.26815524756531234,-0.9633756776105381,1560.0,1484.0,1473.0,1475.0,1443.4458602031334,1512.0,3.3046948555129347,-0.6695668472675607,-1.187569460573286,-1.0931825232546544,-2.6241402309156774,0.6705404961030581,2.635128008245374,-0.6705404961030581,-4.904892214743618,-0.10649008902639251,-0.06009294324035393,0.49056712062490987
1645468361.1067653,2.9415847729924534,-0.7165099978897096,0.026083655688625983,-0.020395579260592704,-0.022439982319853367,0.8846772702550862,0.46521671835190825,-0.4382139561621601,0.4681481218018012,9.86240460616216,-0.008808385157925506,0.011181628216882572,0.21062810499305112,-0.4331756781441033,0.4744203843693272,0.055757937478013414,-0.00037522407874294235,0.00016549580232475057,0.2583808338750552,-0.9660430510614221,1560.0,1484.0,1472.1238079860188,1475.4380960069907,1444.0,1512.0,3.3046948555129347,-0.6695668472675607,-1.2289978492844646,-1.0725309787411146,-2.596059387342393,0.6705404961030581,2.635128008245374,-0.6705404961030581,-4.897588215367972,-0.0993508967055499,-0.051542847880442395,0.49056712062490987
1645468361.2067652,2.937368581875219,-0.7087821017365176,0.026017081833934683,-0.019927836371545746,-0.022836168070354573,0.8873451524863023,0.4601086514340633,-0.3845655245219259,0.4216859500000012,9.811283583948237,-0.009111245654847413,0.007901360848712603,0.2056584597232594,-0.3769033894020588,0.4261268617506313,0.004637603093847119,-0.0003164200949439,0.00032223267073965966,0.24837092381699666,-0.9686648957439931,1560.0,1484.0,1471.3673406228586,1475.6326593771414,1444.0,1512.0,3.3046948555129347,-0.6695668472675607,-1.2647563040683496,-1.0633593952633835,-2.596059387342393,0.6705404961030581,2.635128008245374,-0.6705404961030581,-4.9241750866741265,-0.09418394230546408,-0.04689014540186548,0.49056712062490987
1645468361.306765,2.922402616735944,-0.6841164137207775,0.02581186670977072,-0.020367231561194677,-0.02243941950918122,0.8961593183382095,0.4426964247497595,-0.42550693341710993,0.4216859500000012,9.901354683517642,-0.005501005268115453,0.005622489861699811,0.20730129660073035,-0.4194062960605559,0.42820606027210006,0.09470880159044825,-0.0003971502890285703,0.0002229848997096808,0.2383356336056994,-0.9711827419714337,1560.2482381081197,1484.2482381081197,1472.2482381081197,1475.0,1444.0,1512.0,3.320197191156056,-0.6578859529373919,-1.2230959327871214,-1.0931825232546544,-2.596059387342393,0.6705404961030581,2.6623112382186642,-0.6705404961030581,-4.912337843384169,-0.10240454472180145,-0.04896166297760804,0.49100658637589945
1645468361.406765,2.9215963596086767,-0.6828672836058748,0.02580410806644628,-0.020428198139191337,-0.022835026433049528,0.8966021515686302,0.44177577128119083,-0.4314926,0.4717877122658525,9.856071094023173,-0.009727942438400992,0.008630302862169946,0.20639267524140467,-0.4285304171490799,0.4792142323823935,0.04942443196748723,-0.00040336505270683823,6.053038457002115e-05,0.22844158911461873,-0.9735575350206553,1561.0,1485.0,1472.7948802513702,1475.2051197486298,1444.2051197486298,1512.0,3.3671443148668914,-0.6225116452333168,-1.1972629301797049,-1.0835133193545023,-2.5857029094438153,0.6705404961030581,2.7446326696335746,-0.6705404961030581,-4.866479158978023,-0.10426338157313686,-0.053362165484181455,0.4923374602166769
1645468361.506765,2.9207901024814094,-0.6816181534909721,0.025796349423121846,-0.020489140123152373,-0.02323060586523943,0.8970439053565517,0.4408545859473551,-0.41962896595471044,0.4627303989320668,9.839944782977355,-0.01545901700349317,0.013100967895959303,0.2060062516347884,-0.41760669813847434,0.46883250014918554,0.03329696426010336,-0.00032616603319804384,3.217657842809201e-05,0.21859917692967626,-0.975814681395015,1561.0,1485.0,1472.0,1475.8704661978288,1445.0,1512.043177934057,3.3671443148668914,-0.6225116452333168,-1.234827073119959,-1.0521540219786107,-2.545569476118544,0.6726739585029711,2.7446326696335746,-0.6726739585029711,-4.832550571217114,-0.09671054185676486,-0.0452529666784955,0.49244413333667253
1645468361.6067648,2.904803265691265,-0.6578580380734917,0.025370102742081492,-0.02052146269423425,-0.023325155761227515,0.9054414171074383,0.4233327850097103,-0.4118793,0.44747011639600714,9.850613084415976,-0.015803613615841365,0.011945445173216534,0.20543630375546118,-0.41434187913676884,0.4507135051431882,0.043965778860246385,-0.0001369870336117522,-0.00015838531579340866,0.20867449771817062,-0.9779851277758337,1561.0,1485.0,1472.0,1473.3728629870245,1445.0,1512.8757123376586,3.3671443148668914,-0.6225116452333168,-1.234827073119959,-1.1699794938418036,-2.545569476118544,0.713810267719883,2.7446326696335746,-0.713810267719883,-4.950376043080307,-0.11745932523399163,-0.024633509102436727,0.49450094879751816
1645468361.7067647,2.8883638062139805,-0.634513703630016,0.024628221655192798,-0.01985581612904324,-0.023918564610532544,0.9139019204549214,0.4047430402386532,-0.4058057511328762,0.43927473371095993,9.861124935976711,-0.009706517047285547,0.004915919818655518,0.20500785805967842,-0.4136319725632278,0.4394441713481568,0.054478680898140876,7.163483969475721e-05,-0.00039252428706477305,0.19861947639222932,-0.9800766012872721,1561.0,1485.0,1472.0,1474.811293744987,1445.0,1512.3962354183377,3.3671443148668914,-0.6225116452333168,-1.234827073119959,-1.1021209236468643,-2.545569476118544,0.6901188614185554,2.7446326696335746,-0.6901188614185554,-4.882517472885367,-0.10550959355884129,-0.03650875888655111,0.49331637848245175
1645468361.8067646,2.887595668472423,-0.6333954897275675,0.02457422581994204,-0.019756949010447118,-0.023900172219789507,0.9143594247367832,0.40371436329251664,-0.38558012571308065,0.43305298785654145,9.80977077571308,-0.005094682596317885,0.0019414160468500098,0.2062868912388797,-0.3864463851794626,0.43399202421225547,0.003120882969885501,-3.8619704306554786e-05,-5.2371449632780455e-05,0.18847905546939872,-0.9820772074613651,1561.0,1485.0,1472.4464499586713,1475.5535500413287,1444.5535500413287,1512.0,3.3671443148668914,-0.6225116452333168,-1.2137289139515872,-1.0670885549541993,-2.568110694897755,0.6705404961030581,2.7446326696335746,-0.6705404961030581,-4.848928163803541,-0.10048094553333554,-0.05027631454859442,0.4923374602166769
1645468361.9067645,2.8868275307308653,-0.6322772758251191,0.02452022998469128,-0.019658056650384503,-0.023881749294200425,0.914815760833579,0.40268517056114583,-0.4402815831315653,0.45938604969734914,9.863963399697347,-0.008256047083937203,0.0010462945361236372,0.20624800145112257,-0.437953477843701,0.4608583593583115,0.057313892576655256,-9.488628427807337e-05,0.00010345215436755477,0.1784483695096744,-0.9839492668392937,1561.0,1485.0,1472.5488956890383,1475.0,1444.0,1512.4511043109617,3.3671443148668914,-0.6225116452333168,-1.2088875733188524,-1.0931825232546544,-2.596059387342393,0.6928299850953834,2.7446326696335746,-0.6928299850953834,-4.8981294839159,-0.10793916663430932,-0.05144812588455512,0.49345193466629317
1645468362.0067644,2.8681909452897605,-0.6068236534045514,0.02357116210193644,-0.019777322794827044,-0.024309345859639113,0.9237136930727361,0.3817995893618441,-0.4196869227032523,0.4302931836219525,9.834070922703253,-0.0064450794629651535,0.005146146990433622,0.20525867180122367,-0.4111764610635706,0.4327072447164567,0.02742492365498387,-0.00019441545950729173,0.00040699111579705374,0.1685351773185792,-0.9856955364447259,1561.0,1485.0,1471.5491373704142,1475.4508626295858,1444.0,1513.0,3.3671443148668914,-0.6225116452333168,-1.256156041367989,-1.071929168930929,-2.596059387342393,0.719951438208227,2.7446326696335746,-0.719951438208227,-4.924144597641312,-0.10480541135617782,-0.04689548098260812,0.49480800732193536
1645468362.1067643,2.864314582917247,-0.6019325083079071,0.02340443986422648,-0.019647499665464425,-0.024085819662472786,0.9253260218093902,0.37789628525627295,-0.3752537793302788,0.40554075577370624,9.791805345438844,-0.008454723142307894,0.011107531495137695,0.2025418024973303,-0.3649897013943156,0.40892729164841,-0.014838629384061233,-0.00025360839340100427,0.0004892175153861826,0.15862455325425492,-0.9873388210001132,1561.3738540560455,1485.3738540560455,1471.7477081120912,1475.6261459439545,1444.0,1512.6261459439545,3.3906354391601248,-0.6049139464597696,-1.2467807228129495,-1.0636664340248714,-2.596059387342393,0.7014789570891754,2.785721492700355,-0.7014789570891754,-4.906506544180214,-0.10170067427997669,-0.04998214033830012,0.49456212720074666
1645468362.2067642,2.860438220544734,-0.597041363211263,0.023237717626516517,-0.019517324802536994,-0.023861862276027643,0.9269217851700012,0.37398621597397164,-0.42424653590917394,0.4708644312122331,9.881625399166818,-0.00861800115335703,0.004365732975514141,0.20609181429841888,-0.418120378609924,0.47199504200579045,0.07497755421520781,-0.00010373188278609204,0.00030007998501065634,0.14863671963245198,-0.9888918165141235,1562.0,1486.0,1472.5942063127634,1475.0,1444.2028968436184,1512.2028968436184,3.4299793273894466,-0.5754406064443174,-1.2067563264007863,-1.0931825232546544,-2.585815143720503,0.6805658202964063,2.854538720945129,-0.6805658202964063,-4.8857539933759435,-0.10603803119006591,-0.05002835146138588,0.4946515834057032
1645468362.3067641,2.85656185817222,-0.5921502181146188,0.023070995388806553,-0.019386800536461826,-0.023637477709634706,0.9285009545868868,0.3700694515138018,-0.4314926,0.46871442435384275,9.824041296123049,-0.009297081886990065,0.0035299878476040126,0.2070282271940372,-0.4243302482046062,0.46895986023841957,0.017394016462279505,-6.250321432755757e-05,0.0003598280639375897,0.13858629193267835,-0.9903502947469967,1562.0,1486.0,1471.0,1475.0,1445.0401527352794,1513.0,3.4299793273894466,-0.5754406064443174,-1.2821340949230944,-1.0931825232546544,-2.543549399236368,0.719951438208227,2.854538720945129,-0.719951438208227,-4.918866017414117,-0.10426207094456912,-0.02944073668525836,0.49662086430129426
1645468362.406764,2.8309716793855153,-0.5624188778745498,0.02238168680897767,-0.018779767041206312,-0.023502386760010686,0.9382113567093512,0.34475267701362305,-0.420726372339056,0.4537350648927052,9.820294960643775,-0.010899280329108092,0.004696528913393316,0.2075804050137527,-0.4131086953994218,0.45162635265411255,0.013648531231433288,5.660101806392073e-05,0.00039815810215802435,0.1284075265288528,-0.9917214051321028,1562.0,1486.0,1471.0,1475.0,1445.875160011706,1513.0,3.4299793273894466,-0.5754406064443174,-1.2821340949230944,-1.0931825232546544,-2.501540333507224,0.719951438208227,2.854538720945129,-0.719951438208227,-4.876856951684973,-0.10426207094456912,-0.022089150182658127,0.49662086430129426
1645468362.506764,2.8106193241155855,-0.5401977634827793,0.021885705163252018,-0.018920566194664562,-0.023319635952439584,0.9452763586712559,0.3248858453228306,-0.3960886512377727,0.44329391625407694,9.876957853713318,-0.01230491487764624,0.006340469794228255,0.20723813658506424,-0.3882515517695247,0.43767151996469594,0.0703129441157217,0.00023812192013932478,0.00043068324222704686,0.1181022197448387,-0.9930013209967236,1561.406803956392,1485.406803956392,1471.0,1476.1863920872163,1445.406803956392,1512.406803956392,3.3927058465610007,-0.6033629604224758,-1.2821340949230944,-1.0372742767269734,-2.525103242319867,0.6906410628404913,2.7893428861385248,-0.6906410628404913,-4.844511613969935,-0.09270330690453206,-0.03599660236721485,0.49407996594512443
1645468362.6067638,2.809925311353743,-0.5395502092370619,0.021933054688165192,-0.018723029640227148,-0.02321727332067655,0.945501939302321,0.32424757386323577,-0.37387942622559794,0.4494702650325372,9.809921269934927,-0.009492371682363412,0.005487259779670053,0.20370354194582843,-0.36077034124136675,0.4437112379392804,0.00328175566374985,0.00021988120707041217,0.0006962294690098404,0.10786519825581957,-0.9941652608706533,1561.3549013238041,1485.3549013238041,1471.0,1476.2901973523917,1444.6450986761959,1512.3549013238041,3.389444543992394,-0.6058060712542663,-1.2821340949230944,-1.0323824956548964,-2.5634884124506403,0.6880765048665908,2.7836384727381276,-0.6880765048665908,-4.878005003028631,-0.0916919544358106,-0.04357006882771362,0.4938576459966955
1645468362.7067637,2.809231298591901,-0.5389026549913444,0.021980404213078366,-0.01852548357868696,-0.02311489889974223,0.9457270398303105,0.32360913775854516,-0.3984274119509104,0.4167396173987872,9.875382565202427,-0.001865211216807149,0.003503578550795776,0.19787974405306671,-0.38302102495327295,0.4134225105929448,0.06874531740095374,9.16837797310116e-05,0.0007984938690213931,0.09776613984493945,-0.995209091548829,1562.2032583366974,1486.2032583366974,1471.0,1474.7967416633026,1444.0,1513.0,3.4428303207484587,-0.5658687798329258,-1.2821340949230944,-1.1027709813857316,-2.596059387342393,0.719951438208227,2.876961540915533,-0.719951438208227,-4.980964463651219,-0.105364743629643,-0.03695200443087424,0.4969979684772706
1645468362.8067636,2.7884191358579553,-0.5191257001528433,0.021366728567790757,-0.01859252758387185,-0.023163390450355658,0.9520252851107663,0.3045745093908081,-0.40207265,0.4416949080704571,9.849324470315453,-0.006242982739104214,0.0036284241139137316,0.1973053367304397,-0.38860389232010306,0.43714786556595897,0.042685027685013234,0.0001699269292461543,0.0007039638822126632,0.0879950544311283,-0.9961206482928432,1563.0,1487.0,1471.0,1474.0988080958093,1444.0494040479045,1513.0,3.4932042536966037,-0.5283486801454274,-1.2821340949230944,-1.1356968270006358,-2.593564981349589,0.719951438208227,2.9648555735511763,-0.719951438208227,-5.011395903273319,-0.10915121587535698,-0.030753460399525253,0.4984761593022449
1645468362.9067636,2.7871163981189278,-0.5179580577729257,0.021329945679314635,-0.01884544676797514,-0.023083042799683966,0.9524034854269615,0.3033803276710589,-0.40207265,0.4609125500000012,9.843895367290754,-0.00985191286439685,0.006106225885457863,0.1956619972486946,-0.38872715163593724,0.455632850630693,0.037255987669567864,0.0002154679199972473,0.0006995230820325562,0.07827181710998636,-0.9969317864765543,1563.0466096269136,1487.0466096269136,1471.0,1475.9067807461731,1444.9533903730864,1513.0,3.4961695199067093,-0.526152533911319,-1.2821340949230944,-1.0504391075913342,-2.547922792043581,0.719951438208227,2.9700169859953904,-0.719951438208227,-4.880495994558009,-0.09934657814328729,-0.037686178167601656,0.4985646080994846
1645468363.0067635,2.762738885948839,-0.497165934510188,0.020580658366090743,-0.01815730917979434,-0.02383014666284996,0.9592410962467051,0.2809963620846293,-0.39334040243661156,0.46527867378169535,9.856757652436611,-0.0087091766172067,0.006527430774882204,0.19563729710718147,-0.3787982273750402,0.4599499483670812,0.05011990597579321,0.00022012331151361925,0.0007581982665498943,0.06852838841876947,-0.9976488543880772,1564.0,1488.0,1470.9799024382341,1474.0200975617659,1444.0401951235317,1513.0,3.556823432962119,-0.48123081245284993,-1.2830859437228823,-1.1394081967212935,-2.5940335585192633,0.719951438208227,3.075592620509269,-0.719951438208227,-5.016527698963439,-0.109468560781257,-0.03001939816314036,0.5003738101331328
1645468363.1067634,2.75436830845928,-0.4900746291479749,0.02027063697758856,-0.018145108552380218,-0.02368245792372743,0.9615010537205587,0.2731769022384004,-0.3860752736741818,0.4671032763258193,9.856724371022546,-0.007930553629427831,0.004890183300661697,0.19912466255401443,-0.3730682115406157,0.4601985792506238,0.05008560963663893,0.0003120861351245385,0.0006823154932242445,0.05881771857831422,-0.9982684573946301,1564.0,1488.0,1470.1305804904819,1474.8694195095181,1445.7388390190365,1513.0,3.556823432962119,-0.48123081245284993,-1.3233110260498377,-1.0993424947769221,-2.508422134510669,0.719951438208227,3.075592620509269,-0.719951438208227,-4.931075655337429,-0.1002351205900544,-0.015009507394684124,0.5003738101331328
1645468363.2067633,2.7439561414377573,-0.4814626315003173,0.020066156860281514,-0.01766991436270324,-0.02358860784080119,0.9641928418519619,0.2635593205105547,-0.39027269066448705,0.4549326219934624,9.863336693986922,-0.00967491144209236,0.008166305749712555,0.20064447947763403,-0.37883564718487256,0.4464728451004902,0.05669702866735315,0.0004022486613891878,0.0006037166076291983,0.04904870081780661,-0.9987961246772824,1564.0,1488.0,1470.0,1475.6005586923013,1445.3994413076987,1513.0,3.556823432962119,-0.48123081245284993,-1.3294955017881875,-1.0648725994727664,-2.5254736558499347,0.719951438208227,3.075592620509269,-0.719951438208227,-4.919841757110889,-0.09555986792016628,-0.022943472053071616,0.5003738101331328
1645468363.3067632,2.7423510292723754,-0.48003671454521873,0.02004273611643259,-0.017692138851768797,-0.02321029901722117,0.9646447015489952,0.26193294946575746,-0.3840786424355297,0.43068295378223626,9.818885588653293,-0.01116071728772299,0.012500239660823698,0.20173279038312583,-0.3722409609582072,0.42337177701149475,0.01224546847026275,0.00034901423339382074,0.0006176530472705885,0.038908659836708964,-0.9992425195534312,1564.442578552135,1488.442578552135,1470.0,1475.557421447865,1445.0,1513.0,3.5851563159195154,-0.46036373586598,-1.3294955017881875,-1.0669060595122466,-2.545569476118544,0.719951438208227,3.1247925800535357,-0.719951438208227,-4.941971037418978,-0.0957937158247065,-0.026104385093169254,0.5012323778657433
1645468363.406763,2.720459033390756,-0.46339340344620555,0.01921147318069743,-0.017153329687238,-0.023623319878142923,0.9698325168700604,0.24201774988636646,-0.4168244033069554,0.41431007334652337,9.868004229960434,-0.0023657388750534056,0.004221508695101017,0.20160333500832675,-0.40446151791004614,0.4087595144541927,0.061363620306022035,0.00026479397840115825,0.0006383528372025214,0.028757272894712763,-0.9995861852013879,1565.0,1489.0,1470.0,1475.4496590022686,1445.0,1513.0,3.6208411826264637,-0.43408194704534253,-1.3294955017881875,-1.0719859070949878,-2.545569476118544,0.719951438208227,3.186759235581121,-0.719951438208227,-4.947050885001719,-0.09637789829672172,-0.025215411766189553,0.502313731822669
1645468363.506763,2.719355259745942,-0.46265466682657236,0.019265370966202795,-0.017178059247306893,-0.023909182010678133,0.9700431740628206,0.2411420862276112,-0.400842069699828,0.42230124015008713,9.833608789399655,-0.00471319134661017,0.004729412475063565,0.1979549980456672,-0.3881281681962717,0.41737074477890335,0.026968279509627616,0.00023921107826043041,0.0006529933410756971,0.018866610989324226,-0.9998217678004087,1565.4426734784352,1489.4426734784352,1470.0,1476.0,1445.0,1513.0,3.649358480491166,-0.4131944335497493,-1.3294955017881875,-1.046043210903008,-2.545569476118544,0.719951438208227,3.2361640469414166,-0.719951438208227,-4.92110818880974,-0.09339448823464407,-0.029755383599785985,0.5031911570251165
1645468363.606763,2.6973979208204484,-0.448196822210862,0.01861540794865914,-0.01756606788419949,-0.02372052175712008,0.9743918100505857,0.22291112716282446,-0.38977286539593037,0.44368179232655175,9.81634605772248,-0.009121643553311415,0.006899125152090517,0.19610254411371233,-0.3768031997254156,0.43784795904897844,0.009706598687265967,0.000291472624822946,0.0006634660332732294,0.009023720528400204,-0.9999590228226141,1566.0,1490.0,1470.0,1475.5623310570923,1445.4376689429077,1513.0,3.6852617979420756,-0.3868970251714927,-1.3294955017881875,-1.066674623909355,-2.523550430405669,0.719951438208227,3.298364772770583,-0.719951438208227,-4.919720556103211,-0.09576710073037396,-0.02229155332392211,0.5042958365684718
1645468363.7067628,2.6950494259274125,-0.44668283313452395,0.01862299623505866,-0.01695694081488409,-0.023316786754129945,0.9749511043696726,0.22054281602903963,-0.40583759730191205,0.4714632959528693,9.878317401349044,-0.011925439955135507,0.006434737699425845,0.20014045941152206,-0.39171132639903966,0.4611078442016757,0.07168326445313712,0.0005289335529698237,0.0007195344492245624,-0.0008805899882972979,-0.9999992135300636,1566.0,1490.0,1469.5552925521094,1475.0,1446.0,1513.0,3.6852617979420756,-0.3868970251714927,-1.3505838669310792,-1.0931825232546544,-2.495259656174312,0.719951438208227,3.298364772770583,-0.719951438208227,-4.939026046360046,-0.09639034716365084,-0.00901132154800121,0.5042958365684718
1645468363.8067627,2.6738257835949626,-0.4337578460541796,0.01855043714395752,-0.016283905609042797,-0.024235836728065254,0.9788109007380652,0.2026738247345815,-0.37978093659795925,0.44174210244847056,9.869496870747449,-0.01047381080556671,0.001781357287365585,0.19851906238137432,-0.3601930011986282,0.4283462661674151,0.06287669103505102,0.0006953133547155625,0.0009905928493862011,-0.010940738560619126,-0.9999394159172313,1566.0,1490.0,1468.6284325912532,1475.3715674087468,1445.6284325912532,1513.0,3.6852617979420756,-0.3868970251714927,-1.3945601672856112,-1.0756670911140493,-2.513953145605506,0.719951438208227,3.298364772770583,-0.719951438208227,-4.9841804040051665,-0.08931879792671013,-0.007652030261022961,0.5042958365684718
1645468363.9067626,2.6493641121316602,-0.4200342545977134,0.018326765227406647,-0.015976410087187063,-0.024735225443684096,0.9828180035670567,0.18221332225564954,-0.3549179127928929,0.4221555781982244,9.838418090991116,-0.011078122463733192,0.0031433860573006787,0.19546541968459125,-0.32878389526671853,0.4060620406628741,0.03181619947118085,0.0008483218731384458,0.0013149141607921083,-0.02091411929497047,-0.9997800512937159,1566.2042157507624,1490.2042157507624,1468.0,1475.7957842492376,1444.7957842492376,1513.2042157507624,3.6985006463854715,-0.3772527241545706,-1.4244013347561122,-1.0556698009653238,-2.5558803112450503,0.7300740589593037,3.321247922230901,-0.7300740589593037,-5.035951446966487,-0.08535883393193748,-0.013266605716632547,0.5052153405600701
