ZIGZAG1
posix_time: time in seconds since the 1970 epoch.
x_mocap: x position in m from the ASTA mocap frame.
y_mocap: y position in m from the ASTA mocap frame.
z_mocap: z position in m from the ASTA mocap frame.
qx_mocap: quaternion i component from the ASTA mocap frame.
qy_mocap: quaternion j component from the ASTA mocap frame.
qz_mocap: quaternion k component from the ASTA mocap frame.
qw_mocap: quaternion scalar component from the ASTA mocap frame.
ax: x dir body-fixed acceleration in m/s/s measured by IMU.
ay: y dir body-fixed acceleration in m/s/s measured by IMU.
az: z dir body-fixed acceleration in m/s/s measured by IMU.
wx: angular velocity in rad/s around body-fixed x axis measured by IMU.
wy: angular velocity in rad/s around body-fixed y axis measured by IMU.
wz: angular velocity in rad/s around body-fixed z axis measured by IMU.
ax_c: x dir gravity compensated acceleration in m/s/s measured by IMU.
ay_c: y dir gravity compensated acceleration in m/s/s measured by IMU.
az_c: z dir gravity compensated acceleration in m/s/s measured by IMU.
qx: quaternion i component from the NED frame to body fixed frame measured by IMU.
qy: quaternion j component from the NED frame to body fixed frame measured by IMU.
qz: quaternion k component from the NED frame to body fixed frame measured by IMU.
qw: quaternion scalar component from the NED frame to body fixed frame measured by IMU.
pwm0: Motor pulse width modulation for motor0 in microseconds.
pwm1: Motor pulse width modulation for motor1 in microseconds.
pwm2: Motor pulse width modulation for motor2 in microseconds.
pwm3: Motor pulse width modulation for motor3 in microseconds.
pwm4: Motor pulse width modulation for motor4 in microseconds.
pwm5: Motor pulse width modulation for motor5 in microseconds.
N0: Motor thrust in N for motor0.
N1: Motor thrust in N for motor1.
N2: Motor thrust in N for motor2.
N3: Motor thrust in N for motor3.
N4: Motor thrust in N for motor4.
N5: Motor thrust in N for motor5.
Fx: Body fixed surge force (N).
Fy: Body fixed sway force (N).
Fz: Body fixed heart force (N).
Mx: Body fixed roll moment (Nm).
My: Body fixed pitch moment (Nm).
Mz: Body fixed yaw moment (Nm).
posix,x_mocap,y_mocap,z_mocap,qx_mocap,qy_mocap,qz_mocap,qw_mocap,ax,ay,az,wx,wy,wz,ax_c,ay_c,az_c,qx,qy,qz,qw,pwm0,pwm1,pwm2,pwm3,pwm4,pwm5,N0,N1,N2,N3,N4,N5,Fx,Fy,Fz,Mx,My,Mz
1645467581.1172118,1.336716809630782,-1.4848092086992173,-0.04736828558508658,-0.02310447377032581,0.01968040774870899,-0.02270622369476236,0.9992813879224232,-0.61781895,0.27050772422814084,9.800532286342209,0.012140576259945864,-0.0020001551762743605,-0.12507425709373204,-0.7016422046461587,0.3878591843671511,-0.005055512475688337,-0.0009230479141383274,0.007295624503541224,-0.8802300812951183,0.47449017463888665,1529.0,1453.0,1523.0040630991848,1475.0,1445.0,1500.0,1.5353145649569342,-2.1477392780579976,1.223747479105024,-1.0931825232546544,-2.545569476118544,0.08804922545459704,-0.6124247131010634,-0.08804922545459704,-2.4150045202681745,-0.28185556472591755,-0.46832352559455986,0.42795365321944706
1645467581.2172117,1.3896403626142368,-1.48289803009593,-0.043457894518194845,-0.02120176120267972,0.020961164139497074,-0.053778228999460914,0.9981077181374279,-0.6209393164033534,0.2674543656134149,9.794392065218444,0.018898796419534538,0.0012377849469134674,-0.12921646354618413,-0.6921042477513968,0.38957925877030064,-0.011235824897282809,-0.000280832161026223,0.007202040363275214,-0.8830119681582442,0.4692951265858267,1529.0,1453.0,1523.981233793616,1475.0,1445.0,1500.0,1.5353145649569342,-2.1477392780579976,1.2739897645458371,-1.0931825232546544,-2.545569476118544,0.08804922545459704,-0.6124247131010634,-0.08804922545459704,-2.3647622348273614,-0.28763342755161103,-0.4771159255467022,0.42795365321944706
1645467581.3172116,1.4113702542476518,-1.4811644459568745,-0.0425745559482059,-0.021610250280008382,0.021315955732945566,-0.06688966527824329,0.9972985509831002,-0.6373992069943076,0.33329392797723134,9.884921463468691,0.02221713889353818,-0.018024416547118602,-0.13371824502082694,-0.6918777488896988,0.44681322302497545,0.0790798963850043,0.00022166127846123286,0.006416182719388246,-0.8860629872403776,0.46352040527710064,1529.7068408274354,1453.7068408274354,1522.586318345129,1476.413681654871,1445.0,1499.2931591725646,1.5726090750754225,-2.1130768777851934,1.2024150942182763,-1.0265633479214489,-2.545569476118544,0.05424527354887558,-0.5404678027097707,-0.05424527354887558,-2.369717729821717,-0.26582544371712163,-0.47624871392268997,0.4265661482564146
1645467581.4172115,1.4218952373119036,-1.481216810194988,-0.0420114904993388,-0.021300541639490134,0.021631639038409714,-0.07273020611309068,0.9968895005150389,-0.63743225,0.30556861945417735,9.815459498635441,0.008465484277092832,-0.013770086049656913,-0.12897598563796883,-0.6990735375712964,0.4123320937749957,0.009586438687691934,-0.000302101853209112,0.006277119554684708,-0.8890600452845784,0.4577474657309967,1530.0,1454.0,1522.0,1476.4966203845136,1445.5033796154864,1499.5033796154864,1.5880768116621766,-2.0987007973599248,1.1723296278469206,-1.0226474854292527,-2.520244538299819,0.06429885487342675,-0.5106239856977481,-0.06429885487342675,-2.370562395882151,-0.2636746676296096,-0.4672371691255602,0.427194367781213
1645467581.5172114,1.4331245704120419,-1.481862522335552,-0.04163758436188989,-0.02072353860340747,0.02195179769571247,-0.0753809476600617,0.9966977306363002,-0.6423329334090846,0.2843981331818321,9.782136016590915,0.007261776696992591,-0.00796342415674986,-0.1275514794276786,-0.7056233961496171,0.39200931696589975,-0.02371854859704229,-0.00039899699842517553,0.006353420555259511,-0.8919980311533761,0.4519944549075176,1530.345496903662,1454.345496903662,1522.345496903662,1476.0,1445.654503096338,1499.654503096338,1.6063894395130678,-2.081805668088485,1.1900221589654527,-1.046043210903008,-2.512641543188836,0.07152618340375934,-0.47541622857541743,-0.07152618340375934,-2.3686625951263913,-0.2696645996305309,-0.4649085859689741,0.4277187465443666
1645467581.6172113,1.4421372231994087,-1.4834960635979637,-0.04123323175324144,-0.02084853426838025,0.02184530221409462,-0.07526892218406493,0.9967059299228054,-0.6338762910449729,0.2779268522387579,9.800614615671298,0.011199947097675788,-0.004200314506042089,-0.11502559474126109,-0.6948452692036042,0.3874725305100825,-0.005233603962606501,-0.00028735257659244376,0.006385748035513445,-0.8947755853809332,0.44647037018903324,1535.441217566251,1459.441217566251,1522.82235129735,1476.0,1445.3552974053,1499.17764870265,1.8929125192378031,-1.8380302121769287,1.2144413682547712,-1.046043210903008,-2.5277256910701342,0.04872110146084906,0.054882307060874325,-0.04872110146084906,-2.3593275337183712,-0.26848191935879323,-0.471821673473832,0.43149446918573664
1645467581.7172112,1.4469492386289604,-1.484701553322957,-0.04123201065620914,-0.02075710349968163,0.02151168490778063,-0.07402341103113251,0.9968083690890883,-0.6080123,0.29898577593651243,9.829198970358274,0.010367441678437977,-0.003528099705565081,-0.07560355673490642,-0.6655641455132416,0.4060772949693994,0.023303103889389734,-0.0002194653705763467,0.0061950632510920966,-0.897048032141141,0.44188958016451624,1556.0265730298927,1480.0265730298927,1521.9933567425269,1476.0,1446.9933567425269,1500.0,3.060299047762564,-0.8564801655977984,1.1719907768556272,-1.046043210903008,-2.4454583136540875,0.08804922545459704,2.2038188821647653,-0.08804922545459704,-2.319510747701468,-0.27048252304679754,-0.44999602893117363,0.4548320708091715
1645467581.8172112,1.450049193894398,-1.4855812794203993,-0.041165716993267314,-0.02064800354385227,0.021360837454745377,-0.07296043230856268,0.9968922458772727,-0.6067168191226548,0.3530394000000011,9.768718880877346,0.01084963918884382,0.0014112251491063415,-0.012099706716616707,-0.6583291483460014,0.461292181489276,-0.03719666210855754,6.783222661709425e-05,0.006114326823015795,-0.897797140729197,0.44036678406161506,1559.377603074354,1483.377603074354,1521.1555992314115,1476.0,1446.1555992314115,1500.0,3.2664127377015544,-0.6988449177005153,1.129259486633688,-1.046043210903008,-2.4874587823415193,0.08804922545459704,2.567567820001039,-0.08804922545459704,-2.404242506610839,-0.26556842467127456,-0.44986813516263485,0.46040709164396787
1645467581.917211,1.4531491491598356,-1.4864610055178413,-0.04109942333032549,-0.020538879396474356,0.021209964974993358,-0.07189736810432211,0.9969749546897196,-0.600589580236944,0.3530394000000011,9.774846119763057,0.011510399036901436,0.0029630493859158172,0.03982246781043346,-0.6489687201896986,0.4532455507841956,-0.03117075554434274,4.213327867283543e-05,0.005673328061378518,-0.8972501877497825,0.44148602713616536,1561.005609160746,1485.005609160746,1522.5084137411188,1475.4971954196271,1446.5028045803729,1500.0,3.36768846182205,-0.6222397422483472,1.1985696348603079,-1.0697450730690465,-2.470051851107026,0.08804922545459704,2.745448719573703,-0.08804922545459704,-2.3412272893157646,-0.27626480586643026,-0.45480337225720024,0.46324420474082556
1645467582.017211,1.4562491044252734,-1.4873407316152836,-0.041033129667383664,-0.02042973118539958,0.021059067645289316,-0.07083421966391466,0.9970564954295257,-0.6192717285754167,0.3572526157150845,9.810935775720667,0.0032788307561519778,-0.001799687656606687,0.07828546915517208,-0.6655520028914664,0.45180621357412504,0.004851307754348392,2.6464852691280793e-05,0.005367461980306773,-0.8959540949471511,0.44411423012433743,1562.0,1486.0,1523.6729518465302,1475.163524076735,1447.0,1500.0,3.4299793273894466,-0.5754406064443174,1.2581729874105723,-1.0854741107244303,-2.4451252579383436,0.08804922545459704,2.854538720945129,-0.08804922545459704,-2.2724263812522016,-0.28492803074007983,-0.4581192235592849,0.46502575366361276
1645467582.1172109,1.4852848712920121,-1.4960464173456056,-0.04142966577253654,-0.019425902236349248,0.019569130457887066,-0.052888924587559526,0.9982196377107583,-0.644116292633347,0.3644073536833277,9.846315427900041,-0.006451603672757376,-0.006594350946851765,0.10546076488662204,-0.6894314663884306,0.4552767886348718,0.040191178966220556,8.896573837379851e-06,0.005177316255749031,-0.8941126470934209,0.4478122035237929,1562.0,1486.0,1522.0057800583993,1475.9971099708002,1447.0,1500.0,3.4299793273894466,-0.5754406064443174,1.172626217155515,-1.0461794448921569,-2.4451252579383436,0.08804922545459704,2.854538720945129,-0.08804922545459704,-2.3186784856749854,-0.27057126559003675,-0.45002510528529777,0.46502575366361276
1645467582.2172108,1.4884239347921757,-1.4975278311565388,-0.0415731827697874,-0.01961683170756265,0.0189081043542446,-0.049829460366067044,0.9983860417609577,-0.6276623317569944,0.3726527000000011,9.797063740541965,0.0016815477519698783,0.005666303157324665,0.12097866898644415,-0.6737684077944476,0.4617205153187237,-0.00907336714024475,-4.430532368488221e-05,0.005113437307157357,-0.8920061633099421,0.4519943090493739,1562.0,1486.0,1523.6800410352212,1475.1599794823894,1447.0,1500.0,3.4299793273894466,-0.5754406064443174,1.2585367514813024,-1.0856412004644465,-2.4451252579383436,0.08804922545459704,2.854538720945129,-0.08804922545459704,-2.272229706921488,-0.28498907892831565,-0.4581536415671599,0.46502575366361276
1645467582.3172107,1.5042643735209296,-1.5034085155368246,-0.04255650442682673,-0.018840305049901595,0.017669149688279182,-0.035705962136195486,0.9990284922477679,-0.6441928047571491,0.3726527000000011,9.896246578542895,0.004112746120474126,-0.013932328784492238,0.13777749894422275,-0.6866280943315226,0.44992120584896417,0.08999424425302906,-0.0001229699431969802,0.004493118910158522,-0.8892774000137301,0.4573461518212137,1562.0,1486.0,1522.6446484035594,1477.0330273946608,1447.0,1499.3223242017798,3.4299793273894466,-0.5754406064443174,1.2054081559669405,-0.9974034567254717,-2.4451252579383436,0.055640061748215834,2.854538720945129,-0.055640061748215834,-2.237120558696875,-0.2630603462655652,-0.4642977425064671,0.46340529547829373
1645467582.4172106,1.5074354648254304,-1.5043190722375663,-0.04282383824233637,-0.018649071473179877,0.016949162671715697,-0.03289462062142737,0.9991410720974734,-0.5992276666949672,0.38865644443501207,9.834504427824944,0.0070207367850577745,-0.013188112320639558,0.14803363505246286,-0.642305234821563,0.44547222589465546,0.028117490592791866,-0.0006054196338056746,0.003585337381356926,-0.8862085618957988,0.4632722349175582,1561.387438283327,1485.387438283327,1522.612561716673,1478.0,1446.387438283327,1499.0,3.391489004251461,-0.6042745227704881,1.2036982656534743,-0.9518478809659427,-2.475835670986136,0.0402252308667812,2.787214481480973,-0.0402252308667812,-2.2239852862986047,-0.2549272222629197,-0.4773450597428918,0.46152406715086325
1645467582.5172105,1.5081253446875966,-1.5045290771532578,-0.042886461088078816,-0.018742289407537287,0.016917885909249364,-0.0322782663686012,0.9991599597884032,-0.5817307234852834,0.378929446970568,9.843129756058866,0.0025920955406562524,-0.008776685208738063,0.14691484919194164,-0.6235670426210992,0.4197885806399827,0.036657533632232515,-0.0009072144186003568,0.0028412684034316185,-0.8830001655258602,0.4693631982134538,1560.5769969274863,1484.5769969274863,1522.5769969274863,1478.0,1445.5769969274863,1499.0,3.3407280016833525,-0.6424161402715517,1.2018770304043618,-0.9518478809659427,-2.51654086458833,0.0402252308667812,2.698311861411801,-0.0402252308667812,-2.266511715149911,-0.25471778020927177,-0.484149752454681,0.4600728378681531
1645467582.6172104,1.530185564333489,-1.5094370483313087,-0.04443026602184048,-0.018998023144024226,0.01587668769026092,-0.01328399442170316,0.999605192762027,-0.574286178788587,0.38126504242282716,9.838458565154347,0.0002105882314400143,-0.005645753047328755,0.147403273180616,-0.6156676521558091,0.4103920369360372,0.03194160898171178,-0.0011515874822143034,0.0023104624222640546,-0.8797518077989606,0.47542622170440596,1560.0,1484.0,1522.174086721056,1478.174086721056,1444.825913278944,1499.0,3.3046948555129347,-0.6695668472675607,1.1812444247581573,-0.9436543078555742,-2.5543590992099157,0.0402252308667812,2.635128008245374,-0.0402252308667812,-2.316768982307333,-0.2514027696522658,-0.48859111281968726,0.45905135736309605
1645467582.7172103,1.5337709416708827,-1.509974376945238,-0.04469180298923531,-0.01835035665621613,0.015957425943838564,-0.010350635968357176,0.999650683640484,-0.5708422082684191,0.3943225082684202,9.81645665,-0.00087777399047243,-0.0031555690898640624,0.1509385579919628,-0.6122517149951833,0.4144846331959079,0.009915053487414291,-0.001355793168280748,0.001917637320671882,-0.8764442399967491,0.4814976413945474,1559.8501937938088,1483.8501937938088,1522.8501937938088,1478.8501937938088,1444.0,1499.0,3.2953966407754307,-0.6766143922765924,1.215867153058616,-0.9118326232524547,-2.596059387342393,0.0402252308667812,2.6187822484988383,-0.0402252308667812,-2.292024857536232,-0.2517248896774599,-0.507516435500997,0.45879253034432177
1645467582.8172102,1.5490516370714684,-1.511585662066486,-0.045638609130733795,-0.01893867595333389,0.015277890929933723,0.0021455901490868103,0.9997016100040951,-0.5688740365105232,0.4004529310850884,9.813217212170173,-0.005141498874441657,-0.0005812423275497154,0.1551155900741942,-0.6101222712557469,0.41569619831847754,0.00666624545451958,-0.0014569894033045659,0.0017046924847780075,-0.8729926491559216,0.48772820886753837,1559.1327804023658,1483.1327804023658,1522.1327804023658,1478.1327804023658,1444.0,1499.0,3.2508680198404183,-0.7103646840357029,1.1791291718540882,-0.945598432829926,-2.596059387342393,0.0402252308667812,2.5405033358047153,-0.0402252308667812,-2.362528648318231,-0.25138308994034836,-0.49517827211414717,0.457553022489093
1645467582.91721,1.5536414516265162,-1.5116558182947213,-0.045951880396630826,-0.019371953874800275,0.015235062049685683,0.005985579089969634,0.9996783448341635,-0.5200955797291329,0.39255194144094513,9.797415232881887,-0.006861672652786567,0.0019435075247808456,0.15211598807069757,-0.5665380656389969,0.4037822270512655,-0.009118357762727052,-0.0017758439482114137,0.0016676910040206007,-0.8694292115680925,0.49405152692514975,1558.1846233486167,1482.1846233486167,1522.8153766513833,1477.1846233486167,1443.1846233486167,1499.0,3.1923247434689155,-0.7549654913670966,1.214084204009602,-0.9902402595106254,-2.6373783186486635,0.0402252308667812,2.437359252101819,-0.0402252308667812,-2.4135343741496866,-0.2605367287065129,-0.500713896050837,0.4559496385494805
1645467583.01721,1.5548994378853531,-1.5116782752374147,-0.04595433144937317,-0.01958434903574888,0.014930592296235331,0.006889724713886945,0.9996729777181619,-0.5691979005377948,0.4334705421148302,9.879252434229658,-0.010153915905870777,0.006792639102727224,0.15769248322606236,-0.6142715956494941,0.4484760148755681,0.07271765819802223,-0.0016064562177446735,0.0018123435666609002,-0.8657314515311034,0.5005029355948531,1557.3206070176484,1481.3206070176484,1522.3206070176484,1476.3206070176484,1443.0,1499.6793929823516,3.139275232834153,-0.7956071892524187,1.1887475742205116,-1.0309394535789702,-2.6467340433264326,0.07271651717776406,2.3436680435817343,-0.07271651717776406,-2.488925922684891,-0.26798939870304916,-0.4907948786943954,0.456147304398844
1645467583.11721,1.574903003658437,-1.5133438046325534,-0.04704410196480874,-0.019928402864059277,0.015168296415525879,0.02414823380426473,0.9993946389426317,-0.5720396626005682,0.42164118780170556,9.835935663405113,-0.014757812899172884,0.007515748327041329,0.1575970458155525,-0.6227177410417902,0.4411837459861275,0.029437321643667934,-0.0017223995702960533,0.0021682792786558804,-0.8622432143542053,0.5064868914442092,1556.4874352892566,1480.4874352892566,1522.0,1475.4874352892566,1443.0,1500.0,3.0883744054784334,-0.8348001093936593,1.1723296278469206,-1.0702051589031758,-2.6467340433264326,0.08804922545459704,2.253574296084774,-0.08804922545459704,-2.544609574382688,-0.27330011493081563,-0.481050239647281,0.4555675304830205
1645467583.2172098,1.5800285194735264,-1.5136243681064727,-0.047167648801451204,-0.01973291861850207,0.014656848268852204,0.029001850794309256,0.9992770793789498,-0.5687857000000001,0.4118793000000011,9.854250270351596,-0.010643785010400957,0.008992807320802074,0.16015711015293788,-0.6217529188127816,0.43596443843512966,0.04777313509126749,-0.0016886803109916588,0.0024386827284786643,-0.8585497579308008,0.5127216733690126,1555.584497863503,1479.584497863503,1522.415502136497,1475.415502136497,1443.415502136497,1500.0,3.0334902325241053,-0.8772802461863016,1.193607052917519,-1.073596038259541,-2.6256786154988085,0.08804922545459704,2.1562099863378035,-0.08804922545459704,-2.5056676008408307,-0.27613696993991643,-0.4804956852774376,0.45414106632442663
1645467583.3172097,1.5851540352886155,-1.513904931580392,-0.04729119563809366,-0.019536963324272322,0.014145050245454547,0.03385477547504149,0.999135665860825,-0.5687857000000001,0.4058839744445276,9.84913124666716,-0.010642863208727864,0.004829843537763702,0.15983299736678483,-0.6212863514193098,0.4328549600084613,0.042658914666683596,-0.0015741046090063397,0.0025646732747009737,-0.8547468243572489,0.5190364254046844,1554.5838664772457,1478.5838664772457,1522.5838664772457,1475.5838664772457,1443.5838664772457,1500.0,2.9730135220686096,-0.9243675962033568,1.2022288127838796,-1.0656594590121167,-2.6171468104513966,0.08804922545459704,2.048645925865253,-0.08804922545459704,-2.480577456679634,-0.2762157657110941,-0.4819003287390529,0.45260128987400605
1645467583.4172096,1.5915174226094717,-1.5147426276438987,-0.047402095133025984,-0.01923029330682267,0.014370646235986117,0.03986050867861977,0.9989168234612807,-0.5627617134122191,0.3900246768244394,9.832287286587782,-0.008268350887420459,0.00013557863340269457,0.15955332952791776,-0.617922905929027,0.4153959947839297,0.025825654763460652,-0.001713267070554344,0.0025789514531303,-0.8508185779674918,0.5254504363978798,1553.5865063096155,1477.5865063096155,1522.0,1475.4134936903845,1443.0,1500.0,2.9130902084025068,-0.9713174184614622,1.1723296278469206,-1.0736907150281845,-2.6467340433264326,0.08804922545459704,1.9417727899410444,-0.08804922545459704,-2.548095130507696,-0.2737009538851916,-0.4804402673254045,0.4511093383620863
1645467583.5172095,1.5936015944360842,-1.515212421207427,-0.047395731853210055,-0.019065498823546093,0.014277145004978058,0.04188427222029275,0.9988385142883172,-0.55897905,0.3975587772027263,9.841103092400909,-0.0009028702343293355,0.0007465838239504047,0.16310987664885526,-0.6128639332104632,0.4196950041655546,0.03462669653873964,-0.0017261161656277923,0.0024172598637799275,-0.8466274900638242,0.5321776681203028,1552.3137907157268,1476.3137907157268,1522.3431046421367,1476.0,1442.6568953578633,1499.6568953578633,2.8372457395506117,-1.031270667964909,1.1898996537822444,-1.046043210903008,-2.664185730820684,0.07164059090600064,1.8059750715857024,-0.07164059090600064,-2.520329287941448,-0.26967053284735415,-0.49140738039748605,0.448461416409585
1645467583.6172094,1.613205536698221,-1.5162358149503699,-0.047297400914157656,-0.0187233492764351,0.013599872313474296,0.0599749044455044,0.9979316061242286,-0.5549045689661792,0.4037303379323596,9.854025562067642,-0.0005091874450472789,-0.0003091802204795999,0.1620572732577924,-0.6046794812650484,0.42043549809916597,0.04751724358155431,-0.001679592159551097,0.002085411982923693,-0.8423389993796224,0.5389414069740566,1550.7847398639865,1474.7847398639865,1522.7847398639865,1476.0,1442.2152601360135,1499.2152601360135,2.7466043874493935,-1.1033371512762737,1.2125153265214212,-1.046043210903008,-2.6866490814480097,0.050519830446464756,1.64326723617312,-0.050519830446464756,-2.5201769658295965,-0.26857520213194075,-0.49929620948662395,0.445269268475775
1645467583.7172093,1.6234332508007856,-1.516606307883773,-0.0465128826387906,-0.018641662216274908,0.012838394545045533,0.06911532759345551,0.9973518614546069,-0.552559990704133,0.4024287721124001,9.835001583662804,-0.004865558860587076,0.001988673012152283,0.15608269358729077,-0.5996522081454295,0.41481598917211315,0.02847264107713255,-0.001667731246172171,0.001838696410520439,-0.8381139322902218,0.5454895731075178,1549.848147955389,1473.848147955389,1522.3037040892218,1475.848147955389,1442.848147955389,1499.848147955389,2.6915480233187403,-1.1475256929921889,1.1879134471816464,-1.053201411865158,-2.654457851466742,0.08078705409497593,1.5440223303265512,-0.08078705409497593,-2.5197458161502535,-0.2718659432570033,-0.4881047301870653,0.4455328300805057
1645467583.8172092,1.6317608390010765,-1.5159154527416512,-0.04602090048364321,-0.01875739480417592,0.012454880624215011,0.07519875451657348,0.9969143310274725,-0.5530732477818554,0.42020949944546504,9.78461230277268,-0.003072840200441606,0.010659401234576583,0.15223886944096993,-0.597997083829242,0.43331127920966833,-0.02192560503279125,-0.001542150417480395,0.0018210706585073547,-0.833974640529755,0.5517976118351842,1549.1439798267072,1473.1439798267072,1523.7120403465858,1475.1439798267072,1442.1439798267072,1499.1439798267072,2.6503527907852993,-1.1807717141654892,1.2601787164888145,-1.0863954132311717,-2.6902746857964748,0.04711092131997699,1.46958107661981,-0.04711092131997699,-2.516491382538832,-0.2781004361487944,-0.5012101480844706,0.44293486413533956
1645467583.9172091,1.6402790411898718,-1.5142255629458363,-0.045779255733672974,-0.019681821311027633,0.012690783510804592,0.08118693380056755,0.9964237310019393,-0.5252741026697824,0.4132597131674467,9.819361234162773,-0.002008976143518323,1.6600453594761005e-05,0.14101100161273886,-0.5677129767134232,0.42107923895495253,0.012806598981299266,-0.0015739423321782155,0.0015380126255675273,-0.8299464663255128,0.557838704516362,1548.32624722105,1472.32624722105,1523.32624722105,1476.3475055579001,1442.0,1499.0,2.6027372750863402,-1.2194094083531517,1.2403129233078598,-1.0296818696846612,-2.6975980811475893,0.0402252308667812,1.3833278667331883,-0.0402252308667812,-2.4869670275243907,-0.2680888165958266,-0.5089400985848879,0.4415581301388806
1645467584.017209,1.6411054877771007,-1.514125186962321,-0.04572711451532311,-0.019493405740507615,0.012556248671583899,0.08179557897347715,0.996379360992753,-0.5254283702081497,0.4345829808325997,9.83193922020815,-0.006836139379439932,-6.454031358140745e-05,0.13002291159742918,-0.5676643204901879,0.44011414335045185,0.02538179294262973,-0.0016204551425404788,0.0014463842705477914,-0.8261960379639951,0.563378548535769,1548.439619061258,1472.439619061258,1522.560380938742,1476.1207618774838,1442.0,1499.439619061258,2.609332150543147,-1.2140517258548917,1.2010261431900024,-1.0403670737752018,-2.6975980811475893,0.061249570473089265,1.3952804246882553,-0.061249570473089265,-2.5369390117327884,-0.2684788947837891,-0.5001950013484182,0.44275162430942894
1645467584.117209,1.64193193436433,-1.5140248109788055,-0.045674973296973245,-0.01930498186545183,0.012421708483179092,0.0824041893000228,0.9963345665083289,-0.5262177826570488,0.4410819479711475,9.822704680628195,-0.007188865682695066,0.0037275446121723065,0.12604125290759405,-0.5696238865780453,0.4474916802399389,0.0161532410892906,-0.0016342579581251195,0.0015271021387875958,-0.8226285560225832,0.5685747584761248,1549.0,1473.0,1522.3560957327613,1475.0,1442.0,1499.8219521336193,2.641929685280047,-1.187569460573286,1.1906017939525517,-1.0931825232546544,-2.6975980811475893,0.079534265256434,1.454360224706761,-0.079534265256434,-2.600178810449692,-0.2765536928987047,-0.4891280365729601,0.44436911503595505
1645467584.2172089,1.6594136922692617,-1.5122942773998673,-0.04416244023988154,-0.01937662957997527,0.011983210628303981,0.09487577016759959,0.9952283844044355,-0.531367265708147,0.42749335785407466,9.804586560472098,-0.0006144934541487161,0.006798821278015358,0.12955458922952479,-0.5753074786547235,0.4373295254752325,-0.001959703907992115,-0.0015479508019166804,0.0016953344371954727,-0.8192332616695516,0.573455833228444,1549.001299843346,1473.001299843346,1523.997400313308,1475.001299843346,1442.0,1499.001299843346,2.642005728694562,-1.187508090826993,1.2748212528410758,-1.0931212495331566,-2.6975980811475893,0.04028739456792778,1.4544976378675691,-0.04028739456792778,-2.5158980778396702,-0.27936368182242416,-0.503877164779714,0.4424084589733753
1645467584.3172088,1.6768216653795605,-1.5099540354125063,-0.04254683928085325,-0.019274468138082337,0.012552564511619936,0.10755482408763661,0.9939330399064382,-0.5660061260566818,0.4490081960094481,9.84236306197166,-0.0032020604121311635,0.0019720733263256063,0.1261539466010328,-0.6056679720926297,0.4588487245166698,0.03579842803888897,-0.0013594504093046341,0.0015789510581228983,-0.8158265667090903,0.5782928945264666,1550.0,1474.0,1522.0,1475.9820715519745,1442.0,1500.0,2.700431669189129,-1.1403562740924826,1.1723296278469206,-1.0468886543287712,-2.6975980811475893,0.08804922545459704,1.5600753950966464,-0.08804922545459704,-2.57215710762944,-0.2706187169047591,-0.49403183456650424,0.4460930747501152
1645467584.4172087,1.6834566287034407,-1.5096515412223204,-0.04170459218649099,-0.018425724404933046,0.01178932339379957,0.11247330618891209,0.9934139418837472,-0.5325060751312496,0.437048041622918,9.848485066491667,-0.013536498707069402,0.007011187127814279,0.13263610660641856,-0.5765064005609766,0.44982522708626765,0.04194340773918006,-0.001441352264516926,0.0018375192846165013,-0.8121901074498297,0.5833881858481217,1549.9929329210277,1473.9929329210277,1522.0070670789723,1473.9929329210277,1442.0070670789723,1500.0,2.700018231048801,-1.1406899334098815,1.1726915254885817,-1.1406899334098815,-2.6972386209754515,0.08804922545459704,1.5593282976389196,-0.08804922545459704,-2.6652370288967515,-0.28144748222787774,-0.4776170372844765,0.4460839001854784
1645467584.5172086,1.693157682461991,-1.5071525968077109,-0.04055729746727293,-0.018551784919462848,0.01110531486375786,0.11963158859590735,0.9925828863465753,-0.5679869593522869,0.4110805593522881,9.806126403165884,-0.00416805825584675,0.009885029089569258,0.138157339621,-0.6105253116621104,0.4327371297586316,-0.00040605358836455843,-0.0011025538436170528,0.002169499605389054,-0.8080219955388793,0.5891472925948582,1549.0,1473.0,1523.0048005988153,1473.014401796446,1442.9951994011847,1499.9951994011847,2.641929685280047,-1.187569460573286,1.2237853984441525,-1.1868900498267816,-2.6469782211661395,0.08781964164283468,1.454360224706761,-0.08781964164283468,-2.6100828725487686,-0.29259611383865347,-0.46967787471211425,0.44478338385527505
1645467584.6172085,1.701586449566632,-1.5044520860042743,-0.03959789330557525,-0.01858903600534133,0.011402396946212374,0.1247738138723256,0.991945526960038,-0.5282474502352088,0.385769197647913,9.866115001646461,0.0061025644817517075,-0.0032721934984599275,0.12605655166270613,-0.561630772682364,0.4031205609147892,0.059538380860002266,-0.0008428770582761024,0.00172407525712244,-0.8039641352113835,0.5946746895711844,1549.0,1473.0,1523.9842628862987,1475.9921314431494,1441.9921314431494,1499.0078685568506,2.641929685280047,-1.187569460573286,1.2741471384767962,-1.0464141292621483,-2.6979998342371294,0.040601536687021315,1.454360224706761,-0.040601536687021315,-2.4702668250224815,-0.27396981471020737,-0.5120032476040609,0.4424224786074844
